id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"doc-摄影姿势库-汉服-园林汉服-pose-站立持花-md","站立持花姿势","obsidian_note","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服；构图；春日；35mm","站立持花 动作要点 1. 站姿 ：重心微移，不要双脚平行站立，身体形成微妙曲线 2. 手部 ：左手轻拈花枝（腊梅/桃花），右手呈兰花指微微提起 3. 眼神 ：眉眼低垂，看手中花枝或斜下方，营造内敛感 4. 头部 ：头微微偏向持花手一侧，但不要过度歪头 关键细节 兰花指要自然，食指与中指微微上翘，大拇指轻触无名指 肩部放松，避免耸肩 腰间可微微扭转，增加身体线","","站立持花姿势 国风/汉服 站立 持花 兰花指 汉服 构图 春日 35mm；站立持花姿势 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","天气和光线不稳定；妆造/服装/道具影响很大","姿势引导；构图镜头；光线氛围","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","rule-of-thirds；leading-lines","shot-planning","站立持花姿势 - 国风/汉服摄影参考","站立持花姿势；国风/汉服；站立；持花；兰花指；汉服；构图；春日；35mm；摄影参考；人像摄影；拍摄姿势","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","本地可用","中"
"pose-站立持花-条目-1-1","条目 1","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服；35mm","焦段 / 85mm-135mm","","条目 1 国风/汉服 站立 持花 兰花指 汉服 35mm；条目 1 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","saliency-focus","inspiration","条目 1 - 国风/汉服摄影参考","条目 1；国风/汉服；站立；持花；兰花指；汉服；35mm；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-站立持花-条目-2-2","条目 2","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服","光圈 / f/1.4 - f/2.0","","条目 2 国风/汉服 站立 持花 兰花指 汉服；条目 2 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","saliency-focus","inspiration","条目 2 - 国风/汉服摄影参考","条目 2；国风/汉服；站立；持花；兰花指；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-站立持花-条目-3-3","条目 3","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服","光线 / 侧逆光（轮廓光）","","条目 3 国风/汉服 站立 持花 兰花指 汉服；条目 3 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；光线氛围","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","saliency-focus","inspiration","条目 3 - 国风/汉服摄影参考","条目 3；国风/汉服；站立；持花；兰花指；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-站立持花-条目-4-4","条目 4","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服","高度 / 平拍或微微俯拍","","条目 4 国风/汉服 站立 持花 兰花指 汉服；条目 4 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","saliency-focus","inspiration","条目 4 - 国风/汉服摄影参考","条目 4；国风/汉服；站立；持花；兰花指；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-站立持花-条目-5-5","条目 5","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_站立持花.md","","站立；持花；兰花指；汉服；构图","构图 / 三分法，主体偏右","","条目 5 国风/汉服 站立 持花 兰花指 汉服 构图；条目 5 摄影参考；国风/汉服 人像拍摄；站立 持花 兰花指 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","rule-of-thirds","shot-planning","条目 5 - 国风/汉服摄影参考","条目 5；国风/汉服；站立；持花；兰花指；汉服；构图；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-汉服-室内汉服-00-室内汉服姿势库-md","汉服室内拍照姿势库","obsidian_note","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","汉服室内拍照姿势库 概述 室内古风场景的经典拍照姿势，涵盖坐姿、倚靠、手部特写等动作。室内场景可控性更强，适合布光和道具搭配。 姿势目录 姿势 场景 难度 适用主题 侧坐案前 案几/书桌 ⭐⭐ 才女/书卷气 倚栏远眺 栏杆/窗边 ⭐⭐ 慵懒/疏离 抚琴弹唱 古琴/古筝 ⭐⭐⭐ 才艺/雅致 持扇半遮 任意室内 ⭐⭐ 含蓄/娇羞 捧书阅读 书案/书架 ⭐⭐ 文静","","汉服室内拍照姿势库 国风/汉服 汉服 室内 姿势库 拍照参考；汉服室内拍照姿势库 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","close-up","static","frame-within-frame；foreground-background-layering","shot-planning","汉服室内拍照姿势库 - 国风/汉服摄影参考","汉服室内拍照姿势库；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","本地可用","中"
"00-室内汉服姿势库-侧坐案前-1","[[侧坐案前]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","[[侧坐案前]] / 案几/书桌 / ⭐⭐ / 才女/书卷气","","[[侧坐案前]] 国风/汉服 汉服 室内 姿势库 拍照参考；[[侧坐案前]] 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[侧坐案前]] - 国风/汉服摄影参考","[[侧坐案前]]；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-室内汉服姿势库-倚栏远眺-2","[[倚栏远眺]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","[[倚栏远眺]] / 栏杆/窗边 / ⭐⭐ / 慵懒/疏离","","[[倚栏远眺]] 国风/汉服 汉服 室内 姿势库 拍照参考；[[倚栏远眺]] 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","frame-within-frame","shot-planning","[[倚栏远眺]] - 国风/汉服摄影参考","[[倚栏远眺]]；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-室内汉服姿势库-抚琴弹唱-3","[[抚琴弹唱]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","[[抚琴弹唱]] / 古琴/古筝 / ⭐⭐⭐ / 才艺/雅致","","[[抚琴弹唱]] 国风/汉服 汉服 室内 姿势库 拍照参考；[[抚琴弹唱]] 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[抚琴弹唱]] - 国风/汉服摄影参考","[[抚琴弹唱]]；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-室内汉服姿势库-持扇半遮-4","[[持扇半遮]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","[[持扇半遮]] / 任意室内 / ⭐⭐ / 含蓄/娇羞","","[[持扇半遮]] 国风/汉服 汉服 室内 姿势库 拍照参考；[[持扇半遮]] 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[持扇半遮]] - 国风/汉服摄影参考","[[持扇半遮]]；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-室内汉服姿势库-捧书阅读-5","[[捧书阅读]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/室内汉服/00_室内汉服姿势库.md","","汉服；室内；姿势库；拍照参考","[[捧书阅读]] / 书案/书架 / ⭐⭐ / 文静/知性","","[[捧书阅读]] 国风/汉服 汉服 室内 姿势库 拍照参考；[[捧书阅读]] 摄影参考；国风/汉服 人像拍摄；汉服 室内 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[捧书阅读]] - 国风/汉服摄影参考","[[捧书阅读]]；国风/汉服；汉服；室内；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
